Probeset ID,N34 David Gene Symbol,UniGene ID,Ensembl,Entrez Gene,Alignments,Chromosomal Location,Gene Title,II1374 4way Venn 1.125 Fold Filter n_total= 1374,II359 RF ONEvs Other3 on 12589n Cxsect Gini n=359
239771_at,CAND1,Hs.546407 /// Hs.603256 /// Hs.623675 /// Hs.633838 /// Hs.703396,ENSG00000111530 /// OTTHUMG00000169060,55832,chr12:67704309-67705339 (+) // 88.05 // q15,chr12q14,cullin-associated and neddylation-dissociated 1,1,0
239778_x_at,CAPN7,---,---,---,chr3:15286169-15286618 (+) // 46.05 // p25.1,---,---,1,0
239798_at,---,Hs.660359,---,---,chr2:173470786-173471482 (+) // 79.61 // q31.1,---,---,1,0
239809_at,KLF7,Hs.659380,---,---,chr2:207998899-207999351 (-) // 96.38 // q33.3,---,---,1,0
239819_at,---,---,---,---,chr2:148940526-148941091 (+) // 97.92 // q23.1,---,---,1,1
239867_at,C19orf2,Hs.674035,---,---,chr19:30472144-30472782 (+) // 79.48 // q12,---,---,1,0
239871_at,CLTC,Hs.491351,---,1213,chr17:57751488-57751958 (+) // 100.0 // q23.1,chr17q11-qter,"clathrin, heavy chain (Hc)",1,0
239893_at,MCTP2,Hs.664781,---,---,chr15:95014395-95014988 (+) // 86.38 // q26.2,---,---,1,1
239936_at,DLEU2,Hs.547964 /// Hs.601374,ENSG00000231607 /// OTTHUMG00000016927,8847,chr13:50601219-50601766 (-) // 93.83 // q14.2,chr13q14.3,deleted in lymphocytic leukemia 2 (non-protein coding),1,0
239937_at,ZNF207,Hs.500775 /// Hs.612377 /// Hs.636112 /// Hs.658344 /// Hs.670238 /// Hs.694378 /// Hs.716993 /// Hs.743764,ENSG00000010244 /// OTTHUMG00000132810,7756,chr17:30695229-30695709 (+) // 42.74 // q11.2,chr17q11.2,zinc finger protein 207,1,0
239959_x_at,PDE3B,---,---,---,chr11:14857001-14857444 (-) // 49.22 // p15.2,---,---,1,0
239963_at,---,Hs.126893,---,---,chr15:30841524-30841988 (+) // 48.39 // q13.2 /// chr15:32883002-32883466 (+) // 39.57 // q13.3 /// chr15:23252565-23253029 (+) // 47.74 // q11.2 /// chr15:30372474-30372937 (+) // 42.8 // q13.2 /// chr15:30708653-30709117 (-) // 44.09 // q13.2 /// chr15:32750028-32750492 (-) // 44.09 // q13.3 /// chr15:28959779-28960243 (-) // 47.53 // q13.1,---,---,1,0
239978_at,PITPNB,---,---,---,chr22:28304341-28304802 (-) // 100.0 // q12.1,---,---,1,0
240015_at,PRKCQ-AS1,Hs.13262,---,439949,chr10:6626961-6627323 (+) // 78.4 // p14,chr10p14,PRKCQ antisense RNA 1,1,1
240019_at,---,---,---,---,chr6:11293436-11293998 (-) // 18.42 // p24.2,---,---,1,0
240062_at,FAM3C,Hs.434053 /// Hs.573624 /// Hs.714055,ENSG00000196937 /// OTTHUMG00000156979,10447,chr7:121002628-121004383 (-) // 97.6 // q31.31,chr7q31,"family with sequence similarity 3, member C",1,0
240078_at,SFSWAP,Hs.308171,ENSG00000061936 /// OTTHUMG00000168319,6433,chr12:132197461-132198378 (+) // 97.48 // q24.33,chr12q24.33,"splicing factor, suppressor of white-apricot homolog (Drosophila)",1,0
240105_at,GCFC1,---,---,---,chr21:34129771-34130362 (-) // 100.0 // q22.11,---,---,1,1
240141_at,papd4,---,---,---,chr5:78946758-78947218 (+) // 91.52 // q14.1,---,---,1,0
240165_at,---,Hs.271498,---,---,chr12:90093810-90094229 (-) // 67.28 // q21.33,---,---,1,0
240246_at,LOC642236,Hs.529357,---,642236,chr20:29638606-29641785 (+) // 70.21 // q11.21,chr9q13,FSHD region gene 1 pseudogene,1,1
240248_at,C10orf46,---,---,---,chr10:120447348-120448111 (-) // 82.9 // q26.11,---,---,1,0
240265_at,TRAF3IP3,Hs.147434 /// Hs.608357 /// Hs.634602,ENSG00000009790 /// OTTHUMG00000036480,80342,chr1:209949572-209950028 (+) // 12.72 // q32.2,chr1q32,TRAF3 interacting protein 3,1,0
240271_at,mtmr3,Hs.656396,---,---,chr22:30286487-30287093 (+) // 43.04 // q12.2,---,---,1,0
240401_at,AATF,Hs.665139,---,---,chr17:35396972-35397768 (+) // 87.22 // q12,---,---,1,0
240498_at,ETV6,---,---,---,chr12:11897312-11897844 (+) // 54.51 // p13.2,---,---,1,0
240544_at,ZFAND3,Hs.659192,---,---,chr6:37976040-37976636 (+) // 65.67 // p21.2,---,---,1,0
240602_at,HBS1L,Hs.378532 /// Hs.595111,ENSG00000112339 /// OTTHUMG00000015626,10767,chr6:135281519-135282163 (-) // 67.55 // q23.3,chr6q23.3,HBS1-like (S. cerevisiae),1,1
240613_at,JAK1,Hs.207538,---,3716,chr1:65343022-65343512 (-) // 71.0 // p31.3,chr1p32.3-p31.3,Janus kinase 1,1,0
240626_at,AF131215.3 /// OTTHUMG00000165425,Hs.661517,ENSG00000254936 /// OTTHUMG00000165425,---,chr8:10980890-10981506 (-) // 75.8 // p23.1,---,NULL /// NULL,1,0
240636_at,C11orf61,Hs.666211,---,---,chr11:124665593-124666065 (-) // 84.75 // q24.2,---,---,1,0
240652_at,---,---,---,---,chr2:145266542-145267180 (-) // 93.73 // q22.3,---,---,1,0
240720_at,---,Hs.634774,---,---,chr6:167337909-167338200 (-) // 61.37 // q27,---,---,1,0
240773_at,TRIO,Hs.674571,---,---,chr5:14424307-14424591 (+) // 95.95 // p15.2,---,---,1,0
240789_at,WDR44,---,---,---,chrX:117495156-117495553 (+) // 67.42 // q24,---,---,1,0
240941_at,Itsn2,---,---,---,chr2:24485223-24485632 (-) // 35.85 // p23.3,---,---,1,1
240951_at,RORA,Hs.560343 /// Hs.625932 /// Hs.691779 /// Hs.718317,ENSG00000069667 /// OTTHUMG00000132769,6095,chr15:60785863-60787815 (-) // 99.56 // q22.2,chr15q22.2,RAR-related orphan receptor A,1,0
240957_at,Vps26a,---,---,---,chr10:70894289-70894687 (+) // 18.72 // q22.1,---,---,1,0
240990_at,RAB5A,Hs.475663,ENSG00000144566 /// OTTHUMG00000129889,5868,chr3:20019923-20020383 (+) // 82.86 // p24.3,chr3p24-p22,"RAB5A, member RAS oncogene family",1,1
241091_at,---,---,---,---,chr1:36536519-36536822 (+) // 89.77 // p34.3,---,---,1,1
241155_at,PIP4K2A,---,---,---,chr10:22889135-22889586 (-) // 68.36 // p12.2,---,---,1,0
241207_at,mkl1,Hs.662725,---,---,chr22:40919525-40919974 (-) // 45.66 // q13.1,---,---,1,0
241263_at,---,Hs.126605,---,---,---,---,---,1,0
241275_at,CAPZA1,Hs.744974,---,829,chr1:113196360-113196768 (+) // 100.0 // p13.2,chr1p13.2,"capping protein (actin filament) muscle Z-line, alpha 1",1,0
241315_at,FILIP1L,Hs.649295,---,---,chr3:99765918-99766675 (+) // 71.99 // q12.1,---,---,1,0
241345_at,ZRANB2,Hs.194718,---,9406,chr1:71532709-71533697 (-) // 85.74 // p31.1,chr1p31,"zinc finger, RAN-binding domain containing 2",1,1
241347_at,RNF213,Hs.195642 /// Hs.618921 /// Hs.620788 /// Hs.736395 /// Hs.740662 /// Hs.740883 /// Hs.740949 /// Hs.743310,ENSG00000173821 /// OTTHUMG00000161415,57674,chr17:78237367-78252709 (+) // 96.25 // q25.3,chr17q25.3,ring finger protein 213,1,0
241403_at,CLK4,Hs.406557 /// Hs.597169 /// Hs.629830,ENSG00000113240 /// OTTHUMG00000130893,57396,chr5:178048811-178049307 (-) // 93.17 // q35.3,chr5q35,CDC-like kinase 4,1,0
241462_at,---,Hs.201185,---,---,chr5:40678877-40679340 (-) // 96.46 // p13.1,---,---,1,0
241508_at,ANKRD12,---,---,---,chr18:9151649-9152051 (+) // 68.28 // p11.22,---,---,1,1
241532_at,Rmnd5a,Hs.661612,---,---,chr2:86967479-86967854 (+) // 68.89 // p11.2 /// chr2:87283119-87283494 (-) // 68.89 // p11.2,---,---,1,0
241620_at,SMCHD1,Hs.596122 /// Hs.607245 /// Hs.607656 /// Hs.8118,ENSG00000101596 /// OTTHUMG00000178235,23347,chr18:2705895-2706494 (+) // 80.79 // p11.32,chr18p11.32,structural maintenance of chromosomes flexible hinge domain containing 1,1,0
241680_at,MBD3,---,---,---,chr19:1587219-1588125 (-) // 46.98 // p13.3,---,---,1,0
241683_at,HECTD1,Hs.708017,ENSG00000092148 /// OTTHUMG00000170670,25831,chr14:31617943-31626202 (-) // 98.74 // q12,chr14q12,HECT domain containing E3 ubiquitin protein ligase 1,1,0
241685_x_at,C5orf53,---,---,---,chr5:139503934-139504439 (+) // 98.06 // q31.3,---,---,1,1
241716_at,HSPD1,---,---,3329,chr2:198360227-198360981 (-) // 66.45 // q33.1,chr2q33.1,heat shock 60kDa protein 1 (chaperonin),1,0
241723_at,IQGAP2,Hs.291030 /// Hs.694869,ENSG00000145703 /// OTTHUMG00000162432,10788,chr5:75866307-75866926 (+) // 80.16 // q13.3,chr5q13.3,IQ motif containing GTPase activating protein 2,1,0
241732_at,cdkal1,---,---,---,chr6:20561887-20562520 (+) // 99.68 // p22.3,---,---,1,0
241755_at,UQCRC2,Hs.528803,ENSG00000140740 /// OTTHUMG00000131585,7385,chr16:21988020-21988676 (+) // 57.42 // p12.2,chr16p12,ubiquinol-cytochrome c reductase core protein II,1,0
241788_x_at,actn4,---,---,---,chr19:39144535-39145201 (+) // 57.85 // q13.2,---,---,1,0
241859_at,PLCL1,Hs.153322,ENSG00000115896 /// OTTHUMG00000132750,5334,chr2:199013964-199014617 (+) // 54.82 // q33.1,chr2q33,phospholipase C-like 1,1,0
241860_at,LOC100996866,Hs.641140,---,100996866,---,---,uncharacterized LOC100996866,1,0
241863_x_at,ttc14,Hs.656491,---,---,chr3:180335742-180336130 (+) // 28.5 // q26.33,---,---,1,0
241866_at,SLC16A7,Hs.589104 /// Hs.88156,ENSG00000118596 /// OTTHUMG00000169923,9194,chr12:60175118-60175738 (+) // 95.3 // q14.1,chr12q13,"solute carrier family 16, member 7 (monocarboxylic acid transporter 2)",1,1
241879_at,LPP,Hs.604692 /// Hs.607335 /// Hs.717827 /// Hs.720220,ENSG00000145012 /// OTTHUMG00000156387,4026,chr3:188598281-188598755 (+) // 81.37 // q28,chr3q28,LIM domain containing preferred translocation partner in lipoma,1,0
241885_at,taf15,Hs.684139,---,---,chr17:34159551-34160160 (+) // 51.74 // q12,---,---,1,0
241889_at,NFKBID,---,ENSG00000167604 /// OTTHUMG00000180760,84807,chr19:36388336-36388686 (-) // 66.39 // q13.12,chr19q13.12,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta",1,0
241894_at,VMO1,Hs.122561,ENSG00000182853 /// OTTHUMG00000177898,284013,chr17:4688580-4689670 (-) // 96.08 // p13.2,chr17p13.2,vitelline membrane outer layer 1 homolog (chicken),1,0
241947_at,PCED1B-AS1,Hs.657722 /// Hs.736527,ENSG00000247774 /// OTTHUMG00000169619,100233209,chr12:47608924-47610127 (-) // 77.19 // q13.11,chr12q13.11,PCED1B antisense RNA 1,1,0
241954_at,FDFT1,Hs.593928,---,2222,chr8:11692688-11693662 (+) // 69.55 // p23.1,chr8p23.1-p22,farnesyl-diphosphate farnesyltransferase 1,1,1
241955_at,HECTD1,Hs.708017,ENSG00000092148 /// OTTHUMG00000170670,25831,chr14:31637639-31642773 (-) // 94.85 // q12,chr14q12,HECT domain containing E3 ubiquitin protein ligase 1,1,0
242037_at,ASPH,Hs.332422 /// Hs.622390 /// Hs.685222 /// Hs.733252,ENSG00000198363 /// OTTHUMG00000164375,444,chr8:62519020-62519589 (-) // 78.63 // q12.3,chr8q12.1,aspartate beta-hydroxylase,1,1
242099_at,---,---,---,---,chr16:78536685-78537347 (+) // 92.25 // q23.1,---,---,1,0
242126_at,ext1,Hs.655465,---,---,chr8:119077351-119078396 (-) // 59.47 // q24.11,---,---,1,1
242163_at,THRAP3,Hs.744057,ENSG00000054118 /// OTTHUMG00000007866,9967,chr1:36754035-36754722 (+) // 97.99 // p34.3,chr1p34.3,thyroid hormone receptor associated protein 3,1,0
242176_at,MEF2A,Hs.268675,---,4205,---,chr15q26,myocyte enhancer factor 2A,1,0
242182_x_at,ITCH,Hs.661111,---,---,---,---,---,1,0
242228_at,BICD1,---,---,---,chr12:32493120-32493658 (+) // 89.97 // p11.21,---,---,1,0
242234_at,XAF1,---,---,54739,chr17:6663229-6663666 (+) // 36.26 // p13.1,chr17p13.1,XIAP associated factor 1,1,1
242241_x_at,Tmem50a,---,---,---,chr14:64080573-64080885 (-) // 39.88 // q23.2,---,---,1,0
242248_at,PHKB,Hs.606537 /// Hs.615046 /// Hs.78060,ENSG00000102893 /// OTTHUMG00000133102,5257,chr16:47698785-47699245 (+) // 100.0 // q12.1,chr16q12-q13,"phosphorylase kinase, beta",1,0
242261_at,IREB2,Hs.436031 /// Hs.607414 /// Hs.619090,ENSG00000136381 /// OTTHUMG00000143861,3658,chr15:78767441-78768027 (+) // 53.48 // q25.1,chr15q25.1,iron-responsive element binding protein 2,1,0
242289_at,---,---,---,---,---,---,---,1,0
242306_at,TMEM165,---,---,---,chr4:56272748-56273587 (+) // 41.1 // q12,---,---,1,1
242408_at,STYX,Hs.364980 /// Hs.596832 /// Hs.599935 /// Hs.601213,ENSG00000198252 /// OTTHUMG00000140306,6815,chr14:53238154-53238849 (+) // 94.33 // q22.1,---,serine/threonine/tyrosine interacting protein,1,0
242422_at,G3BP1,Hs.30980 /// Hs.3353 /// Hs.587054 /// Hs.595645 /// Hs.600794 /// Hs.660566 /// Hs.684144 /// Hs.699092 /// Hs.707858,ENSG00000145907 /// OTTHUMG00000130123,10146,chr5:151186701-151188471 (+) // 88.16 // q33.1,chr5q33.1,GTPase activating protein (SH3 domain) binding protein 1,1,1
242423_x_at,---,Hs.30567,---,---,chr9:99653856-99654283 (-) // 38.14 // q22.33,---,---,1,0
242427_at,WAC,Hs.743224,---,51322,chr10:28827782-28828520 (+) // 74.47 // p12.1,chr10p12.1|10p12.1-p11.2,WW domain containing adaptor with coiled-coil,1,0
242429_at,ZNF567,Hs.412517 /// Hs.610082 /// Hs.734721,ENSG00000189042 /// OTTHUMG00000180898,163081,chr19:37180298-37210378 (+) // 83.2 // q13.12,chr19q13.12,zinc finger protein 567,1,0
242432_at,LRRC37A2,Hs.646568,---,474170,chr17:43580493-43599461 (+) // 53.46 // q21.31 /// chr17:62845741-62859802 (+) // 63.11 // q24.1 /// chr17:44622954-44635128 (-) // 68.16 // q21.31 /// chr17:44405096-44417272 (-) // 67.29 // q21.31 /// chr17:45123841-45137639 (-) // 66.14 // q21.32,chr17q21.31,"leucine rich repeat containing 37, member A2",1,1
242433_at,ZBTB11,Hs.655286,ENSG00000066422 /// OTTHUMG00000159133,27107,chr3:101389456-101390129 (-) // 73.29 // q12.3,chr3q12.3,zinc finger and BTB domain containing 11,1,0
242440_at,---,---,---,---,chr11:47534026-47535062 (-) // 75.5 // p11.2,---,---,1,0
242490_at,---,---,---,---,chr5:43076154-43076769 (+) // 41.41 // p12,---,---,1,0
242496_at,ART4,Hs.618457 /// Hs.655792,ENSG00000111339 /// OTTHUMG00000168738,420,chr12:14978665-14979104 (-) // 99.77 // p12.3,chr12p13-p12,ADP-ribosyltransferase 4 (Dombrock blood group),1,0
242509_at,C16orf74,---,---,---,chr16:85755619-85755970 (-) // 54.59 // q24.1,---,---,1,0
242527_at,C18orf1,---,---,---,chr18:13477668-13478698 (+) // 49.08 // p11.21,---,---,1,0
242540_at,DNHD1,Hs.720080,ENSG00000179532 /// OTTHUMG00000133403,144132,chr11:6541651-6542097 (+) // 99.11 // p15.4,chr11p15.4,dynein heavy chain domain 1,1,0
242549_at,PRKD3,Hs.660757 /// Hs.716034,ENSG00000115825 /// OTTHUMG00000100961,23683,chr2:37519966-37520399 (-) // 72.75 // p22.2,chr2p21,protein kinase D3,1,0
242563_at,fchsd2,---,---,---,chr11:72770774-72771610 (-) // 88.59 // q13.4,---,---,1,0
242576_x_at,N4BP2L2,Hs.732514,---,---,chr13:33106971-33107608 (-) // 24.87 // q13.1,---,---,1,1
242588_at,---,---,---,---,chr9:134279113-134279555 (+) // 68.02 // q34.13,---,---,1,1
242672_at,Rftn1,Hs.665622,---,---,chr3:16550506-16551156 (-) // 62.73 // p24.3,---,---,1,0
242691_at,CTC-444N24.11 /// OTTHUMG00000183241,Hs.593565 /// Hs.636947 /// Hs.714061,ENSG00000268205 /// OTTHUMG00000183241,---,chr19:57815607-57816401 (+) // 14.97 // q13.43,---,NULL /// NULL,1,0
242732_at,NDUFB9,---,---,---,chr8:125692081-125693065 (-) // 99.39 // q24.13,---,---,1,0
242740_at,---,Hs.181483,---,---,chr14:24667561-24668263 (-) // 28.55 // q12,---,---,1,1
242772_x_at,---,Hs.632931,---,---,chr4:139970552-139971030 (-) // 48.05 // q31.1,---,---,1,0
242774_at,SYNE2,Hs.525392 /// Hs.739159 /// Hs.740777 /// Hs.745014,ENSG00000054654 /// OTTHUMG00000140349,23224,chr14:64408606-64430653 (+) // 95.4 // q23.2,chr14q23.2,"spectrin repeat containing, nuclear envelope 2",1,1
242797_x_at,zfr,---,---,---,chr5:32438386-32438821 (-) // 35.6 // p13.3,---,---,1,0
242859_at,tfcp2,---,---,---,chr12:51553917-51554651 (-) // 26.33 // q13.13,---,---,1,0
242871_at,PAQR5,Hs.591096,ENSG00000137819 /// OTTHUMG00000133322,54852,chr15:69698103-69699986 (+) // 85.73 // q23,chr15q23,progestin and adipoQ receptor family member V,1,0
242879_x_at,AKT3,Hs.498292 /// Hs.668762 /// Hs.668867 /// Hs.709089 /// Hs.734019,ENSG00000117020 /// OTTHUMG00000039994,10000,chr1:243775789-243776223 (-) // 51.79 // q44,chr1q44,"v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)",1,0
242924_at,PITPNB,---,---,---,chr22:28296463-28297355 (-) // 99.44 // q12.1,---,---,1,1
242929_at,Rhoh,---,---,---,chr4:40228805-40229403 (+) // 66.21 // p14,---,---,1,1
242970_at,DIP2B,Hs.505516 /// Hs.614140 /// Hs.630630,ENSG00000066084 /// OTTHUMG00000169475,57609,chr12:51079669-51080675 (+) // 96.69 // q13.12,chr12q13.12,DIP2 disco-interacting protein 2 homolog B (Drosophila),1,1
242974_at,CD47,---,---,961,chr3:107767246-107768322 (-) // 68.12 // q13.12,chr3q13.1-q13.2,CD47 molecule,1,1
242975_s_at,Gnas,Hs.659038,---,---,chr20:57467651-57468790 (+) // 91.6 // q13.32,---,---,1,0
242989_at,STRN,Hs.127486,---,6801,chr2:37065678-37066255 (-) // 56.85 // p22.2,chr2p22.2,"striatin, calmodulin binding protein",1,0
243023_at,---,Hs.27996,---,---,chr4:83266024-83266378 (-) // 99.72 // q21.22,---,---,1,1
243031_at,rtn4,Hs.733517,---,---,chr2:55206997-55208062 (-) // 98.6 // p16.1,---,---,1,0
243064_at,mtif3,Hs.664632,---,---,chr13:28012646-28013310 (-) // 37.67 // q12.2,---,---,1,0
243067_at,---,Hs.736226,---,---,chr17:49266550-49267492 (-) // 87.11 // q21.33,---,---,1,0
243107_at,CCR7,---,---,---,chr17:38716173-38716644 (-) // 100.0 // q21.2,---,---,1,1
243134_at,LOC100996653,Hs.741657,---,100996653,chr15:93431701-93432539 (+) // 84.96 // q26.1,---,uncharacterized LOC100996653,1,0
243182_at,---,Hs.663918,---,---,chr8:130964821-130965290 (-) // 96.49 // q24.21,---,---,1,0
243229_at,---,---,---,---,chr6:167394362-167394905 (-) // 39.49 // q27,---,---,1,1
243264_s_at,C8orf44 /// C8orf44-SGK3 /// SGK3,Hs.613417 /// Hs.637914 /// Hs.661238,ENSG00000213865 /// ENSG00000270024 /// OTTHUMG00000164562 /// OTTHUMG00000183957,23678 /// 56260 /// 100533105,chr8:67591989-67597799 (+) // 98.48 // q13.1,chr8q12 /// chr8q13.1,"chromosome 8 open reading frame 44 /// C8orf44-SGK3 readthrough /// serum/glucocorticoid regulated kinase family, member 3",1,0
243293_at,---,Hs.652616,---,---,chr3:195386786-195387302 (+) // 97.71 // q29 /// chr3:195714798-195715312 (-) // 98.09 // q29 /// chr3:197352390-197352902 (-) // 97.71 // q29,---,---,1,1
243296_at,NAMPT,Hs.489615,---,10135,chr7:105909839-105910622 (-) // 15.52 // q22.3,chr7q22.3,nicotinamide phosphoribosyltransferase,1,1
243299_at,VRK2,Hs.734016,---,---,chr2:58359752-58360432 (+) // 100.0 // p16.1,---,---,1,0
243304_at,LOC286109,Hs.449415 /// Hs.600101 /// Hs.660189 /// Hs.711701 /// Hs.711748 /// Hs.743313,ENSG00000259758 /// OTTHUMG00000172354,286109,chr8:141536766-141537311 (-) // 100.0 // q24.3,chr8q24.3,uncharacterized LOC286109,1,0
243319_at,med31,---,---,---,chr17:6550602-6551270 (-) // 41.94 // p13.1,---,---,1,0
243332_at,OTTHUMG00000176825 /// RP11-124L9.5,Hs.670186,ENSG00000262957 /// OTTHUMG00000176825,---,chr5:69220531-69222054 (+) // 95.58 // q13.2 /// chr5:70095580-70097103 (+) // 95.58 // q13.2 /// chr5:21505695-21507218 (+) // 95.45 // p14.3 /// chr5:70488114-70489634 (-) // 95.2 // q13.2 /// chr5:69487721-69489244 (-) // 95.13 // q13.2,---,NULL /// NULL,1,1
243360_at,Tmed4,Hs.668397,---,---,chr7:44615848-44616542 (-) // 48.78 // p13,---,---,1,0
243375_at,GRIK1,Hs.606520,---,---,chr21:31026479-31026936 (+) // 93.49 // q21.3,---,---,1,0
243473_at,SIK3,---,---,---,chr11:116873025-116873465 (-) // 77.01 // q23.3,---,---,1,0
243537_at,GIT2,---,---,---,chr12:110381484-110382593 (-) // 51.83 // q24.11,---,---,1,0
243552_at,MBTD1,Hs.656803 /// Hs.668257 /// Hs.703374,ENSG00000011258 /// OTTHUMG00000150442,54799,chr17:49256747-49257850 (-) // 95.8 // q21.33,chr17q21.33,mbt domain containing 1,1,0
243570_at,SPCS2,Hs.282700 /// Hs.715758,ENSG00000118363 /// OTTHUMG00000165517,9789,chr11:74689614-74690076 (+) // 33.74 // q13.4,chr11q13.4,signal peptidase complex subunit 2 homolog (S. cerevisiae),1,0
243631_at,Mphosph8,Hs.733648,---,---,chr13:20221862-20222527 (+) // 69.67 // q12.11 /// chr12:7590281-7590942 (-) // 68.17 // p13.31,---,---,1,0
243648_at,ZBED6,Hs.716666,ENSG00000257315 /// OTTHUMG00000170422,100381270,chr1:203766200-203766877 (+) // 81.86 // q32.1,chr1q32.1,"zinc finger, BED-type containing 6",1,1
243655_x_at,SMARCA4,---,---,---,chr19:11112436-11112892 (+) // 59.01 // p13.2,---,---,1,0
243673_at,RBM41,Hs.678969,---,---,---,---,---,1,0
243739_at,RANBP9,Hs.665036,---,---,chr6:13636056-13636400 (-) // 7.91 // p23,---,---,1,0
243751_at,CHD2 /// LOC100507217,Hs.220864,ENSG00000173575 /// OTTHUMG00000149845,1106 /// 100507217,chr15:93493523-93493982 (+) // 42.98 // q26.1,chr15q26,chromodomain helicase DNA binding protein 2 /// uncharacterized LOC100507217,1,0
243767_at,---,Hs.7004,---,---,chr7:30222405-30222724 (+) // 51.22 // p14.3,---,---,1,1
243796_at,Hexim2,---,---,---,chr17:43237547-43238627 (-) // 98.98 // q21.31,---,---,1,0
243835_at,ZDHHC21,Hs.714266,---,340481,chr9:14611906-14612600 (-) // 98.58 // p22.3,chr9p22.3,"zinc finger, DHHC-type containing 21",1,1
243876_at,Fnbp1,---,---,---,chr9:132733343-132733701 (-) // 45.31 // q34.11,---,---,1,0
243899_at,ARL17A /// ARL17B,Hs.733127,---,51326 /// 100506084,chr17:44630844-44631303 (-) // 50.33 // q21.31 /// chr17:44412989-44413448 (-) // 50.33 // q21.31,chr17q21.31,ADP-ribosylation factor-like 17A /// ADP-ribosylation factor-like 17B,1,0
243910_x_at,CAND1,Hs.546407 /// Hs.603256 /// Hs.623675 /// Hs.633838 /// Hs.703396,ENSG00000111530 /// OTTHUMG00000169060,55832,chr12:67708778-67709230 (+) // 37.0 // q15,chr12q14,cullin-associated and neddylation-dissociated 1,1,0
243940_at,TSHZ2,Hs.473117 /// Hs.602107,ENSG00000182463 /// OTTHUMG00000033058,128553,chr20:52104711-52105521 (+) // 72.28 // q13.2,chr20q13.2,teashirt zinc finger homeobox 2,1,0
243959_at,MKLN1,---,---,---,chr7:131114594-131115221 (+) // 79.62 // q32.3,---,---,1,1
243996_at,OTTHUMG00000019884 /// RP11-112J3.16,Hs.151334,ENSG00000227388 /// OTTHUMG00000019884,---,chr9:35786642-35790424 (+) // 68.93 // p13.3,---,NULL /// NULL,1,0
244010_at,MLL3,Hs.658756,---,---,chr7:151991124-151991573 (-) // 70.38 // q36.1,---,---,1,0
244035_at,OTTHUMG00000180151 /// RP11-28F1.2,Hs.659430,ENSG00000267701 /// OTTHUMG00000180151,---,chr18:60981038-60981475 (-) // 93.06 // q21.33,---,NULL /// NULL,1,1
244055_at,RYR3,Hs.661608,---,---,chr15:34152708-34153434 (-) // 96.88 // q14,---,---,1,1
244125_at,MGC70870,Hs.601938,---,---,chr17_gl000205_random:119966-120618 (+) // 17.0 //,---,---,1,0
244153_at,ZNF207,Hs.500775 /// Hs.612377 /// Hs.636112 /// Hs.658344 /// Hs.670238 /// Hs.694378 /// Hs.716993 /// Hs.743764,ENSG00000010244 /// OTTHUMG00000132810,7756,chr17:30699383-30700337 (+) // 98.13 // q11.2,chr17q11.2,zinc finger protein 207,1,1
244171_at,MKLN1,Hs.44693,ENSG00000128585 /// OTTHUMG00000154880,4289,chr7:131177520-131178413 (+) // 98.89 // q32.3,chr7q32,"muskelin 1, intracellular mediator containing kelch motifs",1,0
244219_at,WTAP,Hs.658454,---,---,chr6:160171520-160172203 (+) // 69.06 // q25.3,---,---,1,0
244263_at,---,---,---,---,chr12:48204353-48204656 (-) // 59.93 // q13.11,---,---,1,0
244396_at,G3BP1,Hs.30980 /// Hs.3353 /// Hs.587054 /// Hs.595645 /// Hs.600794 /// Hs.660566 /// Hs.684144 /// Hs.699092 /// Hs.707858,ENSG00000145907 /// OTTHUMG00000130123,10146,chr5:151184867-151185420 (+) // 99.64 // q33.1,chr5q33.1,GTPase activating protein (SH3 domain) binding protein 1,1,0
